tipo,lat,lng
Chapéu chinês,-25.37254923,-49.2851122,
Sem demarcação,-25.56024487,-49.28380463,
Novo mobiliário,-25.47575261,-49.3188002,
Novo mobiliário,-25.52898064,-49.24850294,
Domus,-25.49350019,-49.26020586,
Sem demarcação,-25.40893332,-49.29679826,
Estação tubo,-25.47188845,-49.28573452,
Sem demarcação,-25.51976,-49.23118,
Chapéu chinês,-25.43190875,-49.28055915,
Novo mobiliário,-25.39958185,-49.2880172,
Estação tubo,-25.39574424,-49.24249325,
Chapéu chinês,-25.43634,-49.31221,
Sem demarcação,-25.54554281,-49.2722951,
Novo mobiliário,-25.4353847,-49.27172145,
"Especial
 Madrugueiro",-25.50013972,-49.23827514,
Chapéu chinês,-25.4897303,-49.31637294,
Chapéu chinês,-25.41478257,-49.28454286,
Novo mobiliário,-25.43034488,-49.25557574,
Novo mobiliário,-25.49589087,-49.24723474,
Novo mobiliário,-25.47686033,-49.25793841,
Chapéu chinês,-25.35159249,-49.23537835,
Especial Madrugueiro,-25.43334858,-49.30002898,
Novo mobiliário,-25.45312035,-49.26478828,
Chapéu chinês,-25.50875,-49.24907,
Domus,-25.51747252,-49.29888401,
Sem demarcação,-25.53197544,-49.25342627,
Estação tubo,-25.41337078,-49.25895296,
Plataforma,-25.51688722,-49.23015672,
Chapéu chinês,-25.36447242,-49.21032341,
Domus,-25.48956589,-49.27581668,
Novo mobiliário,-25.51203822,-49.30410867,
Domus,-25.36753069,-49.27594346,
Placa em poste,-25.41169789,-49.35930391,
Novo mobiliário,-25.41480874,-49.25896335,
Placa em poste,-25.36513166,-49.32754174,
Novo mobiliário,-25.43311147,-49.35201857,
Chapéu chinês,-25.45344641,-49.21169525,
Chapéu chinês,-25.36619832,-49.27481654,
Chapéu chinês,-25.38014056,-49.2735948,
Placa em cano,-25.43763369,-49.21870216,
Plataforma,-25.46893359,-49.20837537,
Novo mobiliário,-25.42244882,-49.29263851,
Placa em cano,-25.50022907,-49.34923938,
Chapéu chinês,-25.37494119,-49.27939239,
Plataforma,-25.47637114,-49.29242927,
Chapéu chinês,-25.4837,-49.31096,
Novo mobiliário,-25.43958491,-49.30692207,
Chapéu chinês,-25.57075438,-49.33194357,
Novo mobiliário,-25.38735824,-49.27017498,
Estação tubo,-25.43648005,-49.32849057,
Sem demarcação,-25.51182834,-49.28144852,
Domus,-25.51737086,-49.34225667,
Chapéu chinês,-25.46045829,-49.19659706,
Novo mobiliário,-25.43522581,-49.24296254,
Novo mobiliário,-25.4125021,-49.2463512,
Chapéu chinês,-25.46268979,-49.23809978,
Sem demarcação,-25.56486371,-49.27516088,
Placa em poste,-25.47726,-49.32447,
Sem demarcação,-25.45641188,-49.2594044,
Novo mobiliário,-25.51715736,-49.27321548,
Chapéu chinês,-25.45589388,-49.3575989,
Novo mobiliário,-25.50404,-49.26487,
Placa em cano,-25.52806277,-49.33633125,
Novo mobiliário,-25.39107866,-49.29716328,
Novo mobiliário,-25.4262,-49.24245391,
Chapéu chinês,-25.49423957,-49.31134751,
Domus,-25.38937846,-49.20382268,
Novo mobiliário,-25.49513116,-49.26673717,
Placa em cano,-25.43640207,-49.28867954,
Domus,-25.56005973,-49.28414258,
Estação tubo,-25.47501663,-49.27407128,
Sem demarcação,-25.37971706,-49.19053245,
Chapéu chinês,-25.42908801,-49.3606593,
Novo mobiliário,-25.45056406,-49.26539207,
Chapéu chinês,-25.38996435,-49.35050178,
Chapéu chinês,-25.44097526,-49.29855834,
Especial Madrugueiro,-25.45724427,-49.2130664,
Domus,-25.36519373,-49.24144048,
Placa em poste,-25.45809216,-49.24096304,
Domus,-25.62529765,-49.34810221,
Novo mobiliário,-25.4352212,-49.2732369,
Domus,-25.43619249,-49.37000718,
Novo mobiliário,-25.49088641,-49.24948765,
Chapéu chinês,-25.49769568,-49.34072402,
Novo mobiliário,-25.49261,-49.25986,
Novo mobiliário,-25.38867747,-49.26065223,
Domus,-25.3835679,-49.29106598,
Domus,-25.36216745,-49.25257805,
Sem demarcação,-25.47476572,-49.27253667,
Sem demarcação,-25.46950306,-49.34729894,
Sem demarcação,-25.41892307,-49.35147822,
Novo mobiliário,-25.55418453,-49.29533947,
Novo mobiliário,-25.42983167,-49.2176761,
Chapéu chinês,-25.38423,-49.21164,
Sem demarcação,-25.41087783,-49.34035498,
Domus,-25.52622135,-49.33053541,
Sem demarcação,-25.56348872,-49.3094888,
Domus,-25.48566942,-49.34648353,
Chapéu chinês,-25.55139221,-49.27425596,
Placa em cano,-25.40419816,-49.36038526,
Chapéu chinês,-25.41337564,-49.30106675,
Placa em poste,-25.4376817,-49.20536647,
Chapéu chinês,-25.43088875,-49.20499831,
Novo mobiliário,-25.40142425,-49.26784901,
Novo mobiliário,-25.42983773,-49.25138611,
Chapéu chinês,-25.52734931,-49.26409807,
Novo mobiliário,-25.4493093,-49.30275577,
Chapéu chinês,-25.46945778,-49.32228076,
Sem demarcação,-25.39645791,-49.33376044,
Novo mobiliário,-25.40510185,-49.24031758,
Domus,-25.55417217,-49.32586268,
Domus,-25.487681,-49.20418671,
Chapéu chinês,-25.53215794,-49.33713726,
Chapéu chinês,-25.5556098,-49.28433168,
Novo mobiliário,-25.46854889,-49.28986374,
Chapéu chinês,-25.47826983,-49.19769499,
Novo mobiliário,-25.45249133,-49.23017878,
Plataforma,-25.37731403,-49.26243432,
Chapéu chinês,-25.50770611,-49.21889268,
Novo mobiliário,-25.45114062,-49.35664402,
Sem demarcação,-25.40709955,-49.19712904,
Chapéu chinês,-25.41702642,-49.34310157,
Novo mobiliário,-25.4079984,-49.26091197,
Chapéu chinês,-25.38210581,-49.32689251,
Novo mobiliário,-25.37661444,-49.24394414,
Plataforma,-25.44170841,-49.3464974,
Novo mobiliário,-25.49598968,-49.28699099,
Chapéu chinês,-25.55749723,-49.33171156,
Placa em poste,-25.43399559,-49.28259763,
Novo mobiliário,-25.50431797,-49.26495315,
Plataforma,-25.48249212,-49.24677332,
Placa em cano,-25.38195314,-49.33430078,
Chapéu chinês,-25.38856637,-49.28945304,
Domus,-25.44666323,-49.36431687,
Chapéu chinês,-25.55888133,-49.33600175,
Sem demarcação,-25.40360335,-49.35940893,
Estação tubo,-25.44308792,-49.21427779,
Novo mobiliário,-25.49979248,-49.23399939,
Placa em cano,-25.46307843,-49.28639223,
Domus,-25.36677029,-49.27603293,
Novo mobiliário,-25.44731969,-49.20533242,
Chapéu chinês,-25.45087508,-49.31533131,
Chapéu chinês,-25.53727,-49.27267,
Novo mobiliário,-25.42024524,-49.27717187,
Plataforma,-25.40643942,-49.25274264,
Placa em poste,-25.54559018,-49.24536364,
Chapéu chinês,-25.53498358,-49.27875361,
Novo mobiliário,-25.41617665,-49.25589659,
Novo mobiliário,-25.51118,-49.22396,
Chapéu chinês,-25.50070605,-49.32266313,
Novo mobiliário,-25.42242,-49.31891,
Plataforma,-25.51316571,-49.29499391,
Sem demarcação,-25.46323077,-49.34588537,
Domus,-25.53100395,-49.26725367,
Sem demarcação,-25.51760539,-49.28151503,
Chapéu chinês,-25.3753616,-49.32752417,
Chapéu chinês,-25.40345,-49.21653,
Chapéu chinês,-25.5054243,-49.32156074,
Placa em poste,-25.50137,-49.30469,
Chapéu chinês,-25.4833783,-49.3320251,
Especial Madrugueiro,-25.51169906,-49.29487914,
Chapéu chinês,-25.54319063,-49.27840061,
Sem demarcação,-25.57512243,-49.33125928,
Chapéu chinês,-25.40366514,-49.33799954,
Chapéu chinês,-25.39200309,-49.28761133,
Chapéu chinês,-25.43336702,-49.22315452,
Domus,-25.49675913,-49.34708556,
Placa em cano,-25.39992041,-49.26454009,
Domus,-25.47404,-49.35181,
Placa em poste,-25.36368903,-49.32805626,
Novo mobiliário,-25.45345918,-49.28085749,
Sem demarcação,-25.4409989,-49.21392409,
Especial Madrugueiro,-25.44155009,-49.27699149,
Domus,-25.53101606,-49.32509053,
Domus,-25.48844732,-49.28193212,
Chapéu chinês,-25.38366603,-49.28645271,
Novo mobiliário,-25.39172765,-49.27260981,
Novo mobiliário,-25.48961095,-49.21673063,
Chapéu chinês,-25.53973662,-49.24211915,
Sem demarcação,-25.53501568,-49.26319863,
Placa em cano,-25.43373435,-49.26501642,
Plataforma,-25.49200958,-49.29336268,
Plataforma,-25.37720544,-49.22456799,
Novo mobiliário,-25.38417776,-49.21622369,
Novo mobiliário,-25.4618828,-49.33228699,
Especial Madrugueiro,-25.5071735,-49.23480704,
Placa em cano,-25.43737095,-49.29111633,
Plataforma,-25.53460338,-49.26849099,
Chapéu chinês,-25.50093974,-49.24227257,
Chapéu chinês,-25.49586843,-49.26294237,
Chapéu chinês,-25.59165273,-49.33254035,
Chapéu chinês,-25.51345341,-49.26485691,
Novo mobiliário,-25.41638921,-49.26402065,
Novo mobiliário,-25.5298779,-49.24713023,
Domus,-25.52701293,-49.23961341,
Sem demarcação,-25.56321772,-49.31247947,
Chapéu chinês,-25.3790403,-49.32785274,
Domus,-25.36260769,-49.24371097,
Chapéu chinês,-25.4328607,-49.37444758,
Novo mobiliário,-25.45050327,-49.3544862,
Chapéu chinês,-25.36233623,-49.27172993,
Chapéu chinês,-25.52741345,-49.27428241,
Placa em cano,-25.55762306,-49.33202002,
Novo mobiliário,-25.41250209,-49.23148391,
Novo mobiliário,-25.41666153,-49.27668107,
Sem demarcação,-25.48581854,-49.19723758,
Chapéu chinês,-25.3845858,-49.20268536,
Novo mobiliário,-25.44571024,-49.27871916,
Chapéu chinês,-25.48089698,-49.27806336,
Placa em poste,-25.45473191,-49.25614569,
Chapéu chinês,-25.46851371,-49.30476728,
Novo mobiliário,-25.45201,-49.26525,
Novo mobiliário,-25.41720059,-49.28055866,
Sem demarcação,-25.39413544,-49.2956293,
Sem demarcação,-25.43612231,-49.21048108,
Novo mobiliário,-25.49483443,-49.32481292,
Novo mobiliário,-25.54067,-49.29191,
Novo mobiliário,-25.43437605,-49.27467841,
Linha Turismo,-25.38842563,-49.30597024,
Chapéu chinês,-25.52146519,-49.30285502,
Especial Madrugueiro,-25.43382335,-49.27698478,
Novo mobiliário,-25.40238296,-49.2594741,
Chapéu chinês,-25.59414713,-49.34285045,
Placa em cano,-25.5533769,-49.25108063,
Novo mobiliário,-25.42956037,-49.21753395,
Plataforma,-25.44180712,-49.34709947,
Chapéu chinês,-25.47552,-49.24885,
Chapéu chinês,-25.53093691,-49.28098253,
Domus,-25.49959179,-49.3046195,
Novo mobiliário,-25.47518031,-49.29917341,
Chapéu chinês,-25.34996778,-49.25376356,
Domus,-25.46061184,-49.20075805,
Novo mobiliário,-25.49139305,-49.25660574,
Placa em poste,-25.39843,-49.25151,
Placa em cano,-25.38413925,-49.30336061,
Domus,-25.43616898,-49.36710905,
Chapéu chinês,-25.50658767,-49.35587794,
Novo mobiliário,-25.43575893,-49.27426687,
Novo mobiliário,-25.43950488,-49.26656741,
Chapéu chinês,-25.40716,-49.21882,
Novo mobiliário,-25.46872547,-49.31343717,
Domus,-25.46544852,-49.31791964,
Estação tubo,-25.38513437,-49.23285448,
Novo mobiliário,-25.45706943,-49.30736917,
Novo mobiliário,-25.41086795,-49.26602335,
Chapéu chinês,-25.5021749,-49.22287633,
Chapéu chinês,-25.47888728,-49.31727189,
Novo mobiliário,-25.50401,-49.23928,
Chapéu chinês,-25.45712203,-49.32540799,
Novo mobiliário,-25.41927831,-49.23010814,
Novo mobiliário,-25.5176798,-49.25552012,
Plataforma,-25.50164151,-49.23743422,
Domus,-25.53638,-49.26973,
Novo mobiliário,-25.38002959,-49.28003674,
Estação tubo,-25.43702796,-49.24368549,
Sem demarcação,-25.48464596,-49.20129327,
Chapéu chinês,-25.47493467,-49.31959639,
Novo mobiliário,-25.42749,-49.24403,
Chapéu chinês,-25.45260991,-49.32272482,
Domus,-25.54071918,-49.25203475,
Chapéu chinês,-25.44785007,-49.29351959,
Novo mobiliário,-25.4829587,-49.21811062,
Chapéu chinês,-25.3962261,-49.21614939,
Estação tubo,-25.41606606,-49.26150707,
Chapéu chinês,-25.4669518,-49.36979491,
Chapéu chinês,-25.55985621,-49.31618795,
Domus,-25.38083501,-49.29070193,
Chapéu chinês,-25.3702578,-49.26966402,
Domus,-25.52141893,-49.28754598,
Novo mobiliário,-25.42155,-49.20215,
Domus,-25.40916617,-49.34275288,
Novo mobiliário,-25.4907,-49.22236,
Novo mobiliário,-25.45261852,-49.30422805,
Novo mobiliário,-25.46067252,-49.29768372,
Novo mobiliário,-25.40405441,-49.27548688,
Sem demarcação,-25.43877312,-49.22622934,
Linha Turismo,-25.42860631,-49.26526981,
Especial Madrugueiro,-25.44462369,-49.2653279,
Chapéu chinês,-25.4959306,-49.30246693,
Plataforma,-25.48170232,-49.24716326,
Novo mobiliário,-25.40313368,-49.2418593,
Sem demarcação,-25.45113896,-49.19978195,
Sem demarcação,-25.41076491,-49.2964603,
Chapéu chinês,-25.37916863,-49.24534886,
Chapéu chinês,-25.45424,-49.20913,
Estação tubo,-25.47266389,-49.26441176,
Novo mobiliário,-25.46757186,-49.29958866,
Novo mobiliário,-25.5256479,-49.25057076,
Domus,-25.45186557,-49.36361778,
Domus,-25.61935591,-49.34720531,
Estação tubo,-25.44488612,-49.2854704,
Estação tubo,-25.45693318,-49.28858994,
Domus,-25.36836744,-49.2672393,
Novo mobiliário,-25.39728581,-49.25037961,
Placa em cano,-25.42358093,-49.34732685,
Novo mobiliário,-25.43574319,-49.2715632,
Chapéu chinês,-25.47678463,-49.3261622,
Plataforma,-25.46882616,-49.20792627,
Chapéu chinês,-25.47768071,-49.35933953,
Chapéu chinês,-25.48557,-49.30387,
Novo mobiliário,-25.47231928,-49.34077044,
Estação tubo,-25.52486269,-49.26884207,
Chapéu chinês,-25.42573665,-49.21525146,
Plataforma,-25.53438,-49.26826,
Placa em cano,-25.47934,-49.20332,
Plataforma,-25.48361823,-49.35027346,
Chapéu chinês,-25.47136556,-49.3310955,
Novo mobiliário,-25.53817963,-49.29474326,
Novo mobiliário,-25.44390919,-49.302679,
Chapéu chinês,-25.52128331,-49.24031111,
Novo mobiliário,-25.497989,-49.30623957,
Placa em poste,-25.49433301,-49.26281601,
Chapéu chinês,-25.40478207,-49.3405235,
Novo mobiliário,-25.4091795,-49.26525179,
Placa em cano,-25.44658579,-49.29021376,
Chapéu chinês,-25.37990313,-49.25559114,
Plataforma,-25.51295542,-49.29499985,
Plataforma,-25.51201559,-49.29486364,
Novo mobiliário,-25.44566517,-49.35606301,
Novo mobiliário,-25.40409229,-49.27564901,
Chapéu chinês,-25.46685984,-49.22466192,
Novo mobiliário,-25.49597,-49.28082,
Chapéu chinês,-25.49738253,-49.34090307,
Chapéu chinês,-25.41719,-49.34294,
Chapéu chinês,-25.38455936,-49.29732028,
Chapéu chinês,-25.37376,-49.23537,
Chapéu chinês,-25.58366989,-49.3258962,
Novo mobiliário,-25.41684247,-49.29457446,
Novo mobiliário,-25.48121659,-49.32457152,
Domus,-25.50128338,-49.32002311,
Plataforma,-25.53444,-49.26859454,
Novo mobiliário,-25.46241855,-49.22334485,
Chapéu chinês,-25.46037707,-49.22996464,
Novo mobiliário,-25.41708346,-49.25617251,
Novo mobiliário,-25.41880938,-49.28911061,
Novo mobiliário,-25.52401,-49.25469,
Novo mobiliário,-25.46601184,-49.21877755,
Sem demarcação,-25.50486146,-49.35610329,
Chapéu chinês,-25.53768064,-49.26090124,
Novo mobiliário,-25.43266307,-49.27277672,
Novo mobiliário,-25.41309703,-49.31595224,
Novo mobiliário,-25.48514627,-49.25751026,
Chapéu chinês,-25.53151942,-49.24271743,
Domus,-25.47880374,-49.32080838,
Domus,-25.4765561,-49.35064073,
Novo mobiliário,-25.48572815,-49.21309771,
Chapéu chinês,-25.45337684,-49.35496765,
Plataforma,-25.51309786,-49.29530312,
Novo mobiliário,-25.48301458,-49.23977609,
Chapéu chinês,-25.48132402,-49.28793791,
Domus,-25.36024916,-49.24804838,
Sem demarcação,-25.58894128,-49.32800442,
Placa em poste,-25.55628103,-49.32195872,
Domus,-25.49659571,-49.35134491,
Placa em cano,-25.41066827,-49.22293189,
Sem demarcação,-25.44006554,-49.35560238,
Chapéu chinês,-25.36763045,-49.2270397,
Sem demarcação,-25.40891,-49.20073,
Placa em poste,-25.47551187,-49.27547369,
Novo mobiliário,-25.42248268,-49.28432755,
Especial Madrugueiro,-25.39949269,-49.24614877,
Novo mobiliário,-25.43739881,-49.27798692,
Chapéu chinês,-25.38310278,-49.31091338,
Chapéu chinês,-25.4728015,-49.33090641,
Placa em cano,-25.55046216,-49.24810606,
Sem demarcação,-25.44361006,-49.22474332,
Estação tubo,-25.50625049,-49.23513599,
Chapéu chinês,-25.43042491,-49.33313828,
Novo mobiliário,-25.50448548,-49.31807884,
Novo mobiliário,-25.43156214,-49.27158851,
Novo mobiliário,-25.45398906,-49.25273099,
Placa em poste,-25.5191618,-49.28753525,
Novo mobiliário,-25.47466193,-49.21806626,
Estação tubo,-25.380728,-49.22882974,
Sem demarcação,-25.3969753,-49.2645763,
Novo mobiliário,-25.48580003,-49.32904679,
Chapéu chinês,-25.38582405,-49.26039833,
Novo mobiliário,-25.45043,-49.25676,
Novo mobiliário,-25.35917091,-49.26341536,
Plataforma,-25.49228279,-49.29308276,
Plataforma,-25.49168395,-49.29316285,
Chapéu chinês,-25.5271515,-49.27872009,
Novo mobiliário,-25.41519625,-49.23391554,
Chapéu chinês,-25.38232688,-49.24202837,
Estação tubo,-25.42739336,-49.26473461,
Plataforma,-25.51234242,-49.2948495,
Domus,-25.52015732,-49.3342105,
Domus,-25.40901327,-49.29690957,
Chapéu chinês,-25.56302868,-49.32900387,
Chapéu chinês,-25.43574323,-49.22223318,
Domus,-25.41579084,-49.20207754,
Sem demarcação,-25.44299629,-49.31212741,
Chapéu chinês,-25.56339193,-49.30963364,
Sem demarcação,-25.58638424,-49.32097703,
Novo mobiliário,-25.39471244,-49.22966647,
Chapéu chinês,-25.38044769,-49.19293303,
Placa em cano,-25.35364215,-49.25771478,
Chapéu chinês,-25.36629187,-49.25037345,
Domus,-25.54559812,-49.31774882,
Placa em cano,-25.41967231,-49.27939273,
Chapéu chinês,-25.42572938,-49.34024,
Chapéu chinês,-25.45143,-49.24045,
Novo mobiliário,-25.44243645,-49.25970766,
Chapéu chinês,-25.35506736,-49.24703182,
Domus,-25.39398296,-49.30143737,
Novo mobiliário,-25.43015384,-49.271732,
Chapéu chinês,-25.37328322,-49.24149898,
Chapéu chinês,-25.38954647,-49.20691508,
Domus,-25.4954283,-49.338048,
Sem demarcação,-25.4747576,-49.27688989,
Chapéu chinês,-25.51211568,-49.30815344,
Placa em poste,-25.54254224,-49.24604621,
Chapéu chinês,-25.49414822,-49.30347017,
Chapéu chinês,-25.52180379,-49.29138556,
Domus,-25.38002708,-49.27967268,
Novo mobiliário,-25.49781,-49.30083,
Novo mobiliário,-25.38562573,-49.27561464,
Domus,-25.52401708,-49.29299212,
Novo mobiliário,-25.51056353,-49.2831477,
Especial Madrugueiro,-25.46752914,-49.29313838,
Placa em cano,-25.52635185,-49.24038426,
Domus,-25.47033834,-49.31686672,
Chapéu chinês,-25.39329727,-49.32617951,
Novo mobiliário,-25.43860066,-49.28881636,
Novo mobiliário,-25.40520733,-49.27104268,
Chapéu chinês,-25.49890323,-49.26712877,
Chapéu chinês,-25.39370071,-49.32132739,
Domus,-25.47874684,-49.19872093,
Novo mobiliário,-25.42421778,-49.20329142,
Novo mobiliário,-25.38707181,-49.21800353,
Concreto,-25.43024013,-49.33993226,
Placa em cano,-25.42044879,-49.28440843,
Estação tubo,-25.38878024,-49.23622619,
Chapéu chinês,-25.37435593,-49.27408564,
Estação tubo,-25.44003488,-49.33691678,
Novo mobiliário,-25.46913862,-49.34367527,
Chapéu chinês,-25.36149238,-49.24824284,
Domus,-25.54521405,-49.29068373,
Estação tubo,-25.42944067,-49.28453563,
Novo mobiliário,-25.45321825,-49.23265892,
Chapéu chinês,-25.5595274,-49.33174107,
Chapéu chinês,-25.49139845,-49.31452758,
Novo mobiliário,-25.36753364,-49.25983157,
Chapéu chinês,-25.35284424,-49.26379122,
Chapéu chinês,-25.53210096,-49.25190988,
Sem demarcação,-25.48342084,-49.28250107,
Estação tubo,-25.46760459,-49.29319991,
Especial Madrugueiro,-25.43708002,-49.24387962,
Chapéu chinês,-25.40761,-49.20091,
Chapéu chinês,-25.56039,-49.29424,
Domus,-25.50292611,-49.34092609,
Chapéu chinês,-25.48526663,-49.35326567,
Domus,-25.36105254,-49.24570758,
Domus,-25.36367013,-49.2547721,
Novo mobiliário,-25.41410668,-49.23159793,
Especial Madrugueiro,-25.43941741,-49.2714487,
Novo mobiliário,-25.42611,-49.26112,
Chapéu chinês,-25.39703941,-49.28755066,
Especial Madrugueiro,-25.43756204,-49.32451084,
Estação tubo,-25.55317222,-49.25093162,
Plataforma,-25.48160305,-49.24688134,
Domus,-25.3811426,-49.25067666,
Chapéu chinês,-25.47929138,-49.20865148,
Plataforma,-25.53450128,-49.26854612,
Chapéu chinês,-25.3999398,-49.26467152,
Chapéu chinês,-25.46406866,-49.3401417,
Domus,-25.56250876,-49.31525287,
Estação tubo,-25.43039817,-49.21120807,
Chapéu chinês,-25.49579,-49.21777,
Chapéu chinês,-25.52020168,-49.27429485,
Chapéu chinês,-25.48921993,-49.30969733,
Estação tubo,-25.5161949,-49.23032341,
Especial Madrugueiro,-25.44095304,-49.34242532,
Chapéu chinês,-25.47569114,-49.34562122,
Chapéu chinês,-25.45231126,-49.37655139,
Novo mobiliário,-25.48487849,-49.25241843,
Novo mobiliário,-25.42930245,-49.30054889,
Sem demarcação,-25.47223323,-49.30233467,
Plataforma,-25.45130633,-49.21501122,
Especial Madrugueiro,-25.43507686,-49.30441439,
Chapéu chinês,-25.45800031,-49.24838816,
Plataforma,-25.44140626,-49.34720542,
Novo mobiliário,-25.38730761,-49.24266052,
Especial Madrugueiro,-25.44124733,-49.27594811,
Novo mobiliário,-25.45336223,-49.29369795,
Novo mobiliário,-25.43068433,-49.20400623,
Especial Madrugueiro,-25.42981203,-49.2675823,
Novo mobiliário,-25.39107458,-49.22441793,
Domus,-25.54056,-49.24648,
Placa em cano,-25.45851198,-49.26089622,
Placa em cano,-25.42732,-49.32741,
Chapéu chinês,-25.50836787,-49.32556047,
Estação tubo,-25.48142909,-49.24686497,
Chapéu chinês,-25.39412273,-49.29573988,
Plataforma,-25.51223083,-49.2951407,
Domus,-25.63131446,-49.35199678,
Novo mobiliário,-25.49250731,-49.29854027,
Novo mobiliário,-25.46452722,-49.23502262,
Domus,-25.53908457,-49.27588603,
Domus,-25.52038927,-49.30557612,
Placa em cano,-25.51629222,-49.35055643,
Novo mobiliário,-25.44329668,-49.27246291,
Chapéu chinês,-25.40770279,-49.30982339,
Placa em cano,-25.48151078,-49.31127581,
Novo mobiliário,-25.47887031,-49.21514265,
Sem demarcação,-25.60060843,-49.32457152,
Chapéu chinês,-25.4350717,-49.3398195,
Chapéu chinês,-25.46453396,-49.34175173,
Chapéu chinês,-25.38179674,-49.30550236,
Sem demarcação,-25.37494125,-49.2494006,
Plataforma,-25.49180462,-49.29373253,
Chapéu chinês,-25.47677582,-49.24164195,
Domus,-25.49387933,-49.35239902,
Chapéu chinês,-25.39213298,-49.33519395,
Novo mobiliário,-25.41697687,-49.25292167,
Plataforma,-25.51695151,-49.23075026,
Chapéu chinês,-25.47618061,-49.33094932,
Domus,-25.55733726,-49.31534171,
Plataforma,-25.45154991,-49.21491737,
Novo mobiliário,-25.44422432,-49.24275208,
Domus,-25.45973789,-49.20390866,
Domus,-25.47828436,-49.20297358,
Plataforma,-25.53453681,-49.26869244,
Novo mobiliário,-25.40881667,-49.23733563,
Novo mobiliário,-25.45249944,-49.2637578,
Novo mobiliário,-25.39287677,-49.22685183,
Novo mobiliário,-25.49389663,-49.26329207,
Sem demarcação,-25.3810815,-49.31301536,
Domus,-25.49870912,-49.21099682,
Estação tubo,-25.50346527,-49.29591887,
Chapéu chinês,-25.53497923,-49.28926024,
Plataforma,-25.47637224,-49.29260731,
Chapéu chinês,-25.49001,-49.24175,
Novo mobiliário,-25.43549249,-49.2738699,
Novo mobiliário,-25.41415451,-49.23139158,
Novo mobiliário,-25.4611058,-49.32572717,
Chapéu chinês,-25.50863513,-49.26815217,
Novo mobiliário,-25.42982817,-49.30047402,
Placa em cano,-25.41953025,-49.29611731,
Domus,-25.52033723,-49.32863507,
Chapéu chinês,-25.55234787,-49.29544541,
Novo mobiliário,-25.44252336,-49.20813414,
Domus,-25.56633509,-49.26368135,
Plataforma,-25.47603215,-49.29255131,
Placa em cano,-25.49305485,-49.20813901,
Sem demarcação,-25.40931638,-49.33500263,
Domus,-25.45001529,-49.21074125,
Novo mobiliário,-25.41586126,-49.20479614,
Placa em poste,-25.48524507,-49.19848621,
Novo mobiliário,-25.39547,-49.25103,
Domus,-25.53670065,-49.31835634,
Domus,-25.38404812,-49.25516668,
Chapéu chinês,-25.36913046,-49.32407378,
Novo mobiliário,-25.43473046,-49.2406126,
Sem demarcação,-25.46696881,-49.22471824,
Domus,-25.47487746,-49.31066561,
Chapéu chinês,-25.53078943,-49.24763548,
Sem demarcação,-25.41909056,-49.29811421,
Placa em poste,-25.52330425,-49.31740693,
Chapéu chinês,-25.41148472,-49.35026977,
Chapéu chinês,-25.49142992,-49.31459731,
Domus,-25.51861332,-49.27212503,
Domus,-25.47799995,-49.30455659,
Estação tubo,-25.54457298,-49.26579374,
Chapéu chinês,-25.41026852,-49.20743677,
Estação tubo,-25.38507531,-49.23277393,
Chapéu chinês,-25.37105272,-49.26299337,
Chapéu chinês,-25.4951092,-49.25946703,
Novo mobiliário,-25.39480886,-49.28940455,
Novo mobiliário,-25.54031,-49.28925,
Outros,-25.38247,-49.36761,
Chapéu chinês,-25.37453,-49.22203,
Novo mobiliário,-25.40004279,-49.26252264,
Placa em cano,-25.43676298,-49.21260136,
Novo mobiliário,-25.45026187,-49.25989816,
Novo mobiliário,-25.4242773,-49.29520015,
Chapéu chinês,-25.47630125,-49.19414777,
Chapéu chinês,-25.38624357,-49.32170156,
Chapéu chinês,-25.48632177,-49.26067955,
Domus,-25.54279821,-49.27850118,
Domus,-25.3884205,-49.25136974,
Chapéu chinês,-25.46460176,-49.34492613,
Chapéu chinês,-25.50203411,-49.24505128,
Novo mobiliário,-25.396893,-49.20838743,
Novo mobiliário,-25.42008777,-49.27730531,
Chapéu chinês,-25.46246552,-49.30700138,
Plataforma,-25.37717964,-49.22404901,
Chapéu chinês,-25.59958739,-49.26117182,
Placa em poste,-25.42364863,-49.27381015,
Novo mobiliário,-25.43537622,-49.27359095,
Novo mobiliário,-25.43891145,-49.23487711,
Domus,-25.51085401,-49.33395763,
Novo mobiliário,-25.48984205,-49.29069844,
Chapéu chinês,-25.49817445,-49.26250292,
Domus,-25.53402687,-49.29270151,
Novo mobiliário,-25.51841391,-49.27131589,
Domus,-25.46520757,-49.31964704,
Novo mobiliário,-25.5136407,-49.3002074,
Novo mobiliário,-25.48331221,-49.31674215,
Sem demarcação,-25.39525267,-49.33061944,
Chapéu chinês,-25.49775636,-49.29142173,
Novo mobiliário,-25.44061727,-49.29033414,
Chapéu chinês,-25.55343164,-49.26747192,
Chapéu chinês,-25.49782726,-49.21780781,
Chapéu chinês,-25.44631218,-49.33625723,
Estação tubo,-25.46304242,-49.25641261,
Novo mobiliário,-25.51928649,-49.29721965,
Novo mobiliário,-25.38849275,-49.22581222,
Chapéu chinês,-25.43901924,-49.29522547,
Chapéu chinês,-25.37046357,-49.23761545,
Chapéu chinês,-25.55709,-49.29617,
Novo mobiliário,-25.44814,-49.25354,
Novo mobiliário,-25.49525626,-49.26667525,
Chapéu chinês,-25.48961866,-49.34880486,
Chapéu chinês,-25.53644921,-49.30153596,
Domus,-25.5087349,-49.33946364,
