tipo,lat,lng
Novo mobiliário,-25.4699517,-49.28378668,
Novo mobiliário,-25.51289,-49.25887,
Sem demarcação,-25.62792883,-49.34907585,
Placa em cano,-25.53161266,-49.23394665,
Chapéu chinês,-25.38211192,-49.27430424,
Domus,-25.36795576,-49.21623245,
Sem demarcação,-25.38091635,-49.24703582,
Placa em cano,-25.47441285,-49.32513649,
Chapéu chinês,-25.54344082,-49.26853927,
Domus,-25.53271872,-49.32155269,
Chapéu chinês,-25.3567822,-49.23937671,
Domus,-25.53691994,-49.31364211,
Novo mobiliário,-25.42591,-49.24216,
Novo mobiliário,-25.40885062,-49.29180633,
Domus,-25.49266468,-49.30397711,
Novo mobiliário,-25.46392,-49.24517,
Novo mobiliário,-25.55649061,-49.29250705,
Sem demarcação,-25.61901477,-49.34730056,
Novo mobiliário,-25.46936431,-49.23998668,
Chapéu chinês,-25.45944107,-49.23233438,
Placa em cano,-25.48686042,-49.1984577,
Chapéu chinês,-25.45074505,-49.31955981,
Novo mobiliário,-25.47301739,-49.2345347,
Especial Madrugueiro,-25.42526643,-49.26956043,
Especial Madrugueiro,-25.43929631,-49.31789249,
Novo mobiliário,-25.47574785,-49.30424988,
Novo mobiliário,-25.41611079,-49.23612568,
Domus,-25.53554714,-49.23690501,
Plataforma,-25.37737098,-49.26250406,
Sem demarcação,-25.40365181,-49.35627343,
Placa em cano,-25.47179421,-49.26319319,
Chapéu chinês,-25.43327993,-49.28947449,
Domus,-25.54803075,-49.29066974,
Novo mobiliário,-25.53596134,-49.28384548,
Chapéu chinês,-25.58541898,-49.32796955,
Novo mobiliário,-25.40222237,-49.3277486,
Chapéu chinês,-25.4875711,-49.2634428,
Novo mobiliário,-25.38724799,-49.21005327,
Novo mobiliário,-25.42864956,-49.24950051,
Novo mobiliário,-25.40461033,-49.28254085,
Novo mobiliário,-25.4142321,-49.27364224,
Chapéu chinês,-25.49752416,-49.33509785,
Chapéu chinês,-25.52909522,-49.26142061,
Sem demarcação,-25.47369225,-49.35001333,
Novo mobiliário,-25.42185876,-49.32157609,
Chapéu chinês,-25.3687585,-49.32657795,
Novo mobiliário,-25.42381205,-49.29458192,
Sem demarcação,-25.37072312,-49.32888451,
Sem demarcação,-25.54377737,-49.24629499,
Chapéu chinês,-25.48284015,-49.34567486,
Domus,-25.56156913,-49.308215,
Novo mobiliário,-25.50813016,-49.25414857,
Placa em cano,-25.60456,-49.32791,
Domus,-25.36147534,-49.23228864,
Placa em poste,-25.39263881,-49.21867,
Chapéu chinês,-25.38765635,-49.29387248,
Sem demarcação,-25.41623918,-49.35859266,
Chapéu chinês,-25.37668212,-49.25564213,
Chapéu chinês,-25.44564337,-49.29143786,
Chapéu chinês,-25.38096367,-49.21973962,
Chapéu chinês,-25.55372324,-49.2469649,
Novo mobiliário,-25.48328973,-49.29826134,
Domus,-25.53467379,-49.27830971,
Domus,-25.53727,-49.2821,
Domus,-25.46628828,-49.30150437,
Novo mobiliário,-25.45518,-49.26739,
Novo mobiliário,-25.41514416,-49.21390626,
Sem demarcação,-25.54984105,-49.27145708,
Chapéu chinês,-25.37231034,-49.23720362,
Chapéu chinês,-25.55712069,-49.32005838,
Novo mobiliário,-25.49387,-49.21942,
Placa em cano,-25.54194669,-49.29830733,
Novo mobiliário,-25.45744,-49.26954,
Novo mobiliário,-25.42934357,-49.27113789,
Chapéu chinês,-25.45830884,-49.34929344,
Plataforma,-25.42915237,-49.24935165,
Novo mobiliário,-25.4071,-49.23879,
Sem demarcação,-25.46456894,-49.36941671,
Novo mobiliário,-25.4061524,-49.24161732,
Placa em cano,-25.47102,-49.23891,
Plataforma,-25.39366084,-49.24063429,
Novo mobiliário,-25.41749045,-49.22562081,
Plataforma,-25.53423549,-49.26736771,
Sem demarcação,-25.36882533,-49.25010155,
Novo mobiliário,-25.50473371,-49.28577136,
Chapéu chinês,-25.37451455,-49.20973684,
Plataforma,-25.51286113,-49.29499857,
Novo mobiliário,-25.38197386,-49.23871584,
Domus,-25.53285014,-49.27298955,
Placa em cano,-25.42415964,-49.26387581,
Chapéu chinês,-25.3995608,-49.32620096,
Novo mobiliário,-25.40773696,-49.24034426,
Chapéu chinês,-25.45683525,-49.24294654,
Chapéu chinês,-25.55201003,-49.33117747,
Plataforma,-25.45217234,-49.21489977,
Plataforma,-25.51165669,-49.32478636,
Novo mobiliário,-25.43608355,-49.21061653,
Estação tubo,-25.41785089,-49.26868904,
Chapéu chinês,-25.4378636,-49.35938895,
Chapéu chinês,-25.49178179,-49.23056927,
Chapéu chinês,-25.51481,-49.31401,
Chapéu chinês,-25.39138581,-49.2972047,
Domus,-25.36052519,-49.24737509,
Chapéu chinês,-25.46825268,-49.33112367,
Novo mobiliário,-25.3970068,-49.26468895,
Sem demarcação,-25.41352,-49.35458,
Novo mobiliário,-25.49460816,-49.23412525,
Novo mobiliário,-25.39147608,-49.22470915,
Novo mobiliário,-25.38883,-49.24404,
Domus,-25.36596566,-49.23985797,
Chapéu chinês,-25.35097546,-49.26930851,
Placa em poste,-25.45610871,-49.23809174,
Chapéu chinês,-25.49512979,-49.34005013,
Novo mobiliário,-25.48302045,-49.31687358,
Estação tubo,-25.43817733,-49.23873136,
Chapéu chinês,-25.41638031,-49.3543805,
Sem demarcação,-25.38094725,-49.23580336,
Chapéu chinês,-25.38920591,-49.35808036,
Domus,-25.43792435,-49.35504448,
Domus,-25.51597994,-49.33617227,
Chapéu chinês,-25.53891976,-49.25529543,
Novo mobiliário,-25.50229889,-49.25658067,
Novo mobiliário,-25.43284865,-49.27027556,
Novo mobiliário,-25.41363364,-49.33719802,
Novo mobiliário,-25.44318069,-49.26703289,
Novo mobiliário,-25.45529878,-49.29667406,
Chapéu chinês,-25.5276464,-49.3342498,
Domus,-25.42842185,-49.27300627,
Estação tubo,-25.49517847,-49.24056781,
Plataforma,-25.41292,-49.20531,
Novo mobiliário,-25.47627098,-49.27861589,
Placa em cano,-25.49840539,-49.34735244,
Sem demarcação,-25.40307759,-49.3619463,
Plataforma,-25.4006874,-49.33053026,
Chapéu chinês,-25.48752607,-49.20693889,
Placa em cano,-25.58870205,-49.27534628,
Chapéu chinês,-25.53378939,-49.3010478,
Novo mobiliário,-25.51103968,-49.2240105,
Chapéu chinês,-25.47456851,-49.24333761,
Sem demarcação,-25.37490824,-49.23364041,
Chapéu chinês,-25.52559547,-49.28834121,
Chapéu chinês,-25.35182423,-49.25368744,
Plataforma,-25.51173407,-49.32451889,
Sem demarcação,-25.5853585,-49.32788908,
Sem demarcação,-25.37563194,-49.30700868,
Chapéu chinês,-25.48110763,-49.24611379,
Domus,-25.39851288,-49.29116367,
Especial Madrugueiro,-25.50753662,-49.29592252,
Chapéu chinês,-25.40972454,-49.26323111,
Novo mobiliário,-25.42329846,-49.24228135,
Linha Turismo,-25.41679854,-49.2675662,
Placa em poste,-25.43536705,-49.27772138,
Novo mobiliário,-25.42017,-49.25279,
Especial Madrugueiro,-25.44380141,-49.20924827,
Novo mobiliário,-25.44863,-49.22008,
Estação tubo,-25.40928731,-49.25505,
Especial Madrugueiro,-25.43373009,-49.27721009,
Novo mobiliário,-25.4349984,-49.21797115,
Plataforma,-25.4397919,-49.22202128,
Chapéu chinês,-25.46786964,-49.26742676,
Novo mobiliário,-25.41974923,-49.27953154,
Domus,-25.36988261,-49.25180597,
Plataforma,-25.41314,-49.20568,
Sem demarcação,-25.5355,-49.24415,
Sem demarcação,-25.46674057,-49.19597407,
Sem demarcação,-25.53814469,-49.29689247,
Estação tubo,-25.43503342,-49.30430341,
Novo mobiliário,-25.50336,-49.28962,
Chapéu chinês,-25.3809282,-49.25665732,
Plataforma,-25.48190003,-49.24707775,
Plataforma,-25.47614353,-49.29250705,
Chapéu chinês,-25.43971069,-49.36878007,
Plataforma,-25.48201467,-49.24686608,
Chapéu chinês,-25.37890541,-49.27353183,
Domus,-25.37765298,-49.27801374,
Placa em poste,-25.53700089,-49.24797475,
Chapéu chinês,-25.53833071,-49.24185146,
Novo mobiliário,-25.37806253,-49.22008205,
Chapéu chinês,-25.49405332,-49.20188647,
Chapéu chinês,-25.52887879,-49.29852574,
Especial Madrugueiro,-25.44708083,-49.2168121,
Chapéu chinês,-25.49446764,-49.32747995,
Chapéu chinês,-25.45895,-49.19418,
Chapéu chinês,-25.46947729,-49.25550096,
Placa em poste,-25.41163856,-49.32708207,
Chapéu chinês,-25.51997152,-49.27850019,
Chapéu chinês,-25.41889487,-49.35424391,
Especial Madrugueiro,-25.44691613,-49.21700388,
Sem demarcação,-25.45320851,-49.36830092,
Novo mobiliário,-25.39626313,-49.27348996,
Chapéu chinês,-25.37008315,-49.2483085,
Novo mobiliário,-25.43763484,-49.20791778,
Chapéu chinês,-25.39954842,-49.22091052,
Chapéu chinês,-25.40993729,-49.29178464,
Novo mobiliário,-25.43470042,-49.27233568,
Novo mobiliário,-25.41528518,-49.27013391,
Domus,-25.4572905,-49.34950534,
Estação tubo,-25.43561751,-49.25663494,
Chapéu chinês,-25.53280173,-49.28380958,
Chapéu chinês,-25.52030577,-49.27428547,
Novo mobiliário,-25.50027558,-49.3117971,
Novo mobiliário,-25.38798642,-49.26689525,
Novo mobiliário,-25.44126818,-49.29705608,
Chapéu chinês,-25.57214316,-49.29522815,
Novo mobiliário,-25.47736543,-49.21725221,
Sem demarcação,-25.37480608,-49.27914362,
Placa em cano,-25.5165011,-49.304425,
Sem demarcação,-25.56759421,-49.32242006,
Chapéu chinês,-25.37464787,-49.21664464,
Sem demarcação,-25.52153148,-49.28736895,
Chapéu chinês,-25.42395494,-49.36320472,
Novo mobiliário,-25.42413663,-49.25189841,
Novo mobiliário,-25.42070881,-49.29398897,
Chapéu chinês,-25.37719012,-49.27576605,
Domus,-25.47149064,-49.325486,
Chapéu chinês,-25.38981382,-49.2542169,
Chapéu chinês,-25.45903862,-49.19615646,
Especial Madrugueiro,-25.42374635,-49.2682448,
Chapéu chinês,-25.44351075,-49.22808669,
Novo mobiliário,-25.45619001,-49.29567896,
Novo mobiliário,-25.40986971,-49.23775882,
Novo mobiliário,-25.43015727,-49.29319219,
Novo mobiliário,-25.51671004,-49.25007927,
Sem demarcação,-25.46457513,-49.34172223,
Novo mobiliário,-25.43238571,-49.27110705,
Novo mobiliário,-25.41655291,-49.23759151,
Placa em cano,-25.46191849,-49.24423131,
Domus,-25.50506327,-49.30322605,
Sem demarcação,-25.55995569,-49.28413588,
Novo mobiliário,-25.48617,-49.22343,
Domus,-25.50716359,-49.33767786,
Chapéu chinês,-25.54281779,-49.33749139,
Novo mobiliário,-25.39359246,-49.29357879,
Chapéu chinês,-25.40368094,-49.19567931,
Placa em poste,-25.5673704,-49.31509361,
Chapéu chinês,-25.49812274,-49.26239905,
Sem demarcação,-25.54414701,-49.24463286,
Chapéu chinês,-25.48342084,-49.28274649,
Domus,-25.45196245,-49.36325568,
Domus,-25.3890417,-49.34139001,
Novo mobiliário,-25.50520756,-49.26413653,
Novo mobiliário,-25.39377431,-49.29160162,
Domus,-25.38324032,-49.29305122,
Sem demarcação,-25.45565901,-49.32314995,
Chapéu chinês,-25.55825556,-49.33503181,
Sem demarcação,-25.37968437,-49.27695561,
Placa em poste,-25.38877459,-49.32074803,
Novo mobiliário,-25.44470872,-49.25956427,
Domus,-25.45354493,-49.22066502,
Novo mobiliário,-25.46907432,-49.28867149,
Especial Madrugueiro,-25.47249691,-49.29446608,
Placa em poste,-25.35680523,-49.23500471,
Chapéu chinês,-25.38732,-49.22522,
Placa em poste,-25.46161247,-49.27902993,
Sem demarcação,-25.47417827,-49.22274347,
Novo mobiliário,-25.40573302,-49.24732831,
Domus,-25.35089001,-49.26745085,
Estação tubo,-25.43561348,-49.27426829,
Estação tubo,-25.47650459,-49.28013118,
Sem demarcação,-25.52086597,-49.2481932,
Novo mobiliário,-25.41717639,-49.27423195,
Chapéu chinês,-25.56063804,-49.33014113,
Chapéu chinês,-25.56185609,-49.32797223,
Chapéu chinês,-25.47273,-49.25016,
Sem demarcação,-25.48882529,-49.23001963,
Especial Madrugueiro,-25.40730522,-49.25327003,
Novo mobiliário,-25.41341803,-49.31319225,
Chapéu chinês,-25.5216162,-49.28473905,
Novo mobiliário,-25.37230849,-49.26250621,
Novo mobiliário,-25.4504137,-49.26682624,
Chapéu chinês,-25.38710519,-49.29197432,
Domus,-25.55143503,-49.33206913,
Sem demarcação,-25.36153965,-49.24814897,
Chapéu chinês,-25.44901718,-49.22191895,
Chapéu chinês,-25.46762264,-49.30602807,
Novo mobiliário,-25.42656,-49.25351,
Plataforma,-25.4063843,-49.25235348,
Novo mobiliário,-25.4552063,-49.21697085,
Chapéu chinês,-25.41654417,-49.32046473,
Placa em poste,-25.44409119,-49.34094707,
Novo mobiliário,-25.4823311,-49.32296849,
Chapéu chinês,-25.37324494,-49.24434371,
Novo mobiliário,-25.4259064,-49.29926712,
Novo mobiliário,-25.42814584,-49.27214439,
Chapéu chinês,-25.40349923,-49.21062726,
Chapéu chinês,-25.46850545,-49.27524272,
Novo mobiliário,-25.42221737,-49.2756581,
Placa em poste,-25.43488214,-49.37178452,
Chapéu chinês,-25.46479031,-49.23308372,
Novo mobiliário,-25.52815344,-49.29169157,
Novo mobiliário,-25.39200722,-49.24700807,
Estação tubo,-25.43381101,-49.27713129,
Novo mobiliário,-25.43312232,-49.27655864,
Plataforma,-25.51728121,-49.23027557,
Novo mobiliário,-25.48184,-49.24937,
Novo mobiliário,-25.4144076,-49.25209233,
Domus,-25.44504654,-49.36672013,
Especial Madrugueiro,-25.45243693,-49.21463549,
Chapéu chinês,-25.5956883,-49.27758592,
Domus,-25.56005947,-49.31144714,
Novo mobiliário,-25.46180709,-49.30566999,
Estação tubo,-25.47624368,-49.28020762,
Domus,-25.52645371,-49.26993358,
Novo mobiliário,-25.39697549,-49.34475246,
Estação tubo,-25.50728659,-49.23474841,
Chapéu chinês,-25.37186652,-49.32058275,
Domus,-25.51105058,-49.24531257,
Sem demarcação,-25.45677592,-49.25376925,
Domus,-25.51974784,-49.32642359,
Novo mobiliário,-25.44812375,-49.29689381,
Chapéu chinês,-25.47535469,-49.286861,
Placa em cano,-25.56433559,-49.31286034,
Chapéu chinês,-25.38112201,-49.36684045,
Domus,-25.4356192,-49.23121455,
Especial Madrugueiro,-25.48395115,-49.34955865,
Novo mobiliário,-25.53771859,-49.29496991,
Novo mobiliário,-25.45359362,-49.22699399,
Sem demarcação,-25.43006879,-49.21177089,
Placa em poste,-25.50182131,-49.34681642,
Domus,-25.37894,-49.21677,
Novo mobiliário,-25.38457518,-49.26777977,
Domus,-25.53557669,-49.24409437,
Novo mobiliário,-25.48727051,-49.25124566,
Novo mobiliário,-25.38678,-49.26138,
Novo mobiliário,-25.45096793,-49.25407172,
Chapéu chinês,-25.52538974,-49.28818698,
Novo mobiliário,-25.50713706,-49.24669988,
Chapéu chinês,-25.46656,-49.19705,
Estação tubo,-25.52109148,-49.22803921,
Domus,-25.48911348,-49.32705591,
Sem demarcação,-25.47580413,-49.35898682,
Sem demarcação,-25.38363265,-49.24675567,
Novo mobiliário,-25.3697,-49.26006,
Chapéu chinês,-25.50721,-49.27288,
Sem demarcação,-25.39565,-49.22105,
Chapéu chinês,-25.38093513,-49.23590931,
Chapéu chinês,-25.43395441,-49.22965351,
Novo mobiliário,-25.40226544,-49.28772023,
Chapéu chinês,-25.37702048,-49.27714604,
Placa em cano,-25.50087369,-49.27373318,
Chapéu chinês,-25.49051403,-49.34862959,
Novo mobiliário,-25.442052,-49.26400601,
Especial Madrugueiro,-25.49936018,-49.29605931,
Chapéu chinês,-25.37895572,-49.2925973,
Sem demarcação,-25.43365699,-49.25291869,
Chapéu chinês,-25.48909404,-49.299918,
Novo mobiliário,-25.46438362,-49.30961338,
Chapéu chinês,-25.5397202,-49.29849374,
Novo mobiliário,-25.43295644,-49.35193274,
Sem demarcação,-25.48733032,-49.19990122,
Chapéu chinês,-25.55552286,-49.24554738,
Chapéu chinês,-25.46134462,-49.34348981,
Novo mobiliário,-25.42250792,-49.31653402,
Placa em cano,-25.53277835,-49.23085487,
Chapéu chinês,-25.47653426,-49.32294732,
Chapéu chinês,-25.46861693,-49.19465531,
Chapéu chinês,-25.46636841,-49.27620832,
Domus,-25.51702472,-49.31882461,
Estação tubo,-25.42939707,-49.27232343,
Novo mobiliário,-25.40561271,-49.25975671,
Chapéu chinês,-25.57243349,-49.27922744,
Domus,-25.4943708,-49.3174552,
Chapéu chinês,-25.36596951,-49.21566956,
Domus,-25.36882412,-49.24991514,
Chapéu chinês,-25.39969304,-49.20125134,
Novo mobiliário,-25.37877258,-49.25642268,
Placa em poste,-25.52137805,-49.30275175,
Domus,-25.48672129,-49.23169065,
Novo mobiliário,-25.5611728,-49.29131615,
Chapéu chinês,-25.57490374,-49.3293311,
Novo mobiliário,-25.51935828,-49.23379586,
Chapéu chinês,-25.36652141,-49.32728703,
Chapéu chinês,-25.54169441,-49.27428414,
Chapéu chinês,-25.40151973,-49.27739231,
Domus,-25.38957647,-49.24884578,
Chapéu chinês,-25.46213207,-49.31350473,
Sem demarcação,-25.39171571,-49.21985953,
Chapéu chinês,-25.38311759,-49.25251666,
Placa em cano,-25.47643927,-49.28137052,
Chapéu chinês,-25.49732636,-49.31346913,
Placa em cano,-25.50132943,-49.32077351,
Sem demarcação,-25.56375189,-49.27208707,
Especial Madrugueiro,-25.44083436,-49.23652366,
Chapéu chinês,-25.54252886,-49.24594598,
Novo mobiliário,-25.40456166,-49.32761717,
Sem demarcação,-25.38988923,-49.35056347,
Estação tubo,-25.53584735,-49.28478033,
Plataforma,-25.48379308,-49.35022236,
Especial Madrugueiro,-25.43950461,-49.22255874,
Chapéu chinês,-25.45921,-49.19618,
Novo mobiliário,-25.5408,-49.29182,
Chapéu chinês,-25.4581937,-49.26681568,
Sem demarcação,-25.5400359,-49.25319493,
Chapéu chinês,-25.48901821,-49.22607843,
Novo mobiliário,-25.42354791,-49.35112271,
Novo mobiliário,-25.43743,-49.30345,
Chapéu chinês,-25.55718758,-49.25719012,
Estação tubo,-25.44096858,-49.34252447,
Novo mobiliário,-25.39033613,-49.25996756,
Plataforma,-25.47643894,-49.29221987,
Chapéu chinês,-25.47462584,-49.2845932,
Chapéu chinês,-25.58578912,-49.31883395,
Chapéu chinês,-25.40725,-49.21873,
Chapéu chinês,-25.54740858,-49.24488204,
Plataforma,-25.5174112,-49.23051953,
Novo mobiliário,-25.38716184,-49.24521219,
Plataforma,-25.4772531,-49.32763096,
Chapéu chinês,-25.48543321,-49.3517718,
Novo mobiliário,-25.47559783,-49.27793595,
Especial Madrugueiro,-25.4868433,-49.24475402,
Novo mobiliário,-25.50499,-49.24171,
Novo mobiliário,-25.44465563,-49.2842398,
Sem demarcação,-25.53326521,-49.27454389,
Novo mobiliário,-25.51549127,-49.25690487,
Domus,-25.40247431,-49.31225616,
Novo mobiliário,-25.42956885,-49.22022823,
Chapéu chinês,-25.41634176,-49.21066889,
Sem demarcação,-25.41650758,-49.21695636,
Sem demarcação,-25.43267546,-49.23717979,
Novo mobiliário,-25.40511267,-49.2640582,
Sem demarcação,-25.3809597,-49.25661708,
Chapéu chinês,-25.48202616,-49.22720659,
Domus,-25.4050302,-49.22119483,
Novo mobiliário,-25.40138665,-49.25303097,
Chapéu chinês,-25.47655,-49.22749,
Novo mobiliário,-25.43344678,-49.23806089,
Sem demarcação,-25.40472515,-49.30291805,
Placa em poste,-25.43792193,-49.35515445,
Domus,-25.57550164,-49.31666371,
Novo mobiliário,-25.40862591,-49.32386744,
Chapéu chinês,-25.6010162,-49.27419451,
Chapéu chinês,-25.54187396,-49.3421115,
Sem demarcação,-25.42786956,-49.36054263,
Novo mobiliário,-25.39718421,-49.28788073,
Estação tubo,-25.43563878,-49.2505714,
Novo mobiliário,-25.45254668,-49.28076353,
Novo mobiliário,-25.40862093,-49.20287146,
Chapéu chinês,-25.39863159,-49.28335826,
Novo mobiliário,-25.41714766,-49.25881717,
Chapéu chinês,-25.48298018,-49.28121227,
Chapéu chinês,-25.40503698,-49.19955012,
Estação tubo,-25.43750563,-49.32435519,
Chapéu chinês,-25.39437438,-49.31912127,
Novo mobiliário,-25.52276,-49.24171,
Novo mobiliário,-25.40881135,-49.2515913,
Novo mobiliário,-25.3813257,-49.25283288,
Chapéu chinês,-25.39873215,-49.19909242,
Novo mobiliário,-25.38902,-49.26386,
Chapéu chinês,-25.39799667,-49.20153939,
Chapéu chinês,-25.48372589,-49.24481839,
Especial Madrugueiro,-25.43024562,-49.29251477,
